data_year,arrestee_id,nibrs_arrestee_weapon_id,weapon_id
2024,58968435,,51
2024,58968436,,51
2024,58968437,,51
2024,58968438,,51
2024,58968439,,51
2024,58968440,,51
2024,58968441,,51
2024,58968442,,51
2024,58968443,,51
2024,59492086,,51
2024,58968444,,51
2024,58968445,,51
2024,58968446,,51
2024,58968447,,51
2024,58968448,,51
2024,59492087,,51
2024,58968449,,51
2024,58968450,,51
2024,58968451,,51
2024,58968452,,51
2024,58968453,,51
2024,59492088,,51
2024,58968455,,51
2024,58968456,,53
2024,58968457,,5
2024,58968458,,51
2024,58968459,,51
2024,58968460,,51
2024,58968461,,51
2024,58968462,,5
2024,58968463,,53
2024,58968464,,5
2024,58968465,,51
2024,58968466,,51
2024,58968467,,9
2024,59492089,,51
2024,58968468,,52
2024,58968469,,51
2024,58968470,,51
2024,58968471,,51
2024,59492090,,51
2024,58968472,,51
2024,58968473,,51
2024,58968475,,5
2024,58968476,,51
2024,58968477,,51
2024,58968478,,51
2024,58968479,,51
2024,58968480,,51
2024,58968481,,52
2024,58968482,,51
2024,58968483,,51
2024,58968484,,51
2024,58968485,,51
2024,58968486,,51
2024,58968487,,51
2024,59492091,,5
2024,58968488,,51
2024,58968489,,52
2024,58968490,,51
2024,59492092,,51
2024,58968491,,51
2024,58968492,,51
2024,58968493,,51
2024,58968494,,51
2024,58968495,,51
2024,58968496,,51
2024,58968497,,51
2024,58968498,,51
2024,58968499,,51
2024,58968500,,51
2024,58968501,,51
2024,58968502,,51
2024,58968503,,51
2024,58968504,,51
2024,58968505,,51
2024,58968506,,51
2024,58968507,,51
2024,58968508,,51
2024,58968509,,51
2024,59492093,,51
2024,58968510,,51
2024,58968511,,51
2024,58968512,,5
2024,59492094,,51
2024,58968513,,51
2024,58968514,,51
2024,58968515,,51
2024,58968516,,51
2024,58968517,,51
2024,58968518,,51
2024,58968519,,51
2024,58968520,,51
2024,58968521,,51
2024,58968522,,51
2024,58968523,,51
2024,58968524,,51
2024,58968525,,51
2024,58968526,,51
2024,58968527,,51
2024,58968528,,51
2024,58968529,,51
2024,58968530,,51
2024,58968531,,51
2024,58968532,,51
2024,58968533,,51
2024,58968534,,52
2024,58968535,,51
2024,58968536,,51
2024,58968537,,51
2024,58968538,,51
2024,58968539,,51
2024,58968540,,51
2024,58968542,,51
2024,58968543,,51
2024,58968544,,51
2024,58968545,,51
2024,59492099,,51
2024,58968546,,51
2024,58968547,,51
2024,58968548,,51
2024,58968549,,51
2024,58968550,,51
2024,59492101,,51
2024,58968551,,51
2024,58968552,,51
2024,58968553,,51
2024,58968554,,51
2024,58968555,,5
2024,58968556,,5
2024,58968557,,51
2024,58968558,,51
2024,58968559,,51
2024,58968560,,51
2024,59492103,,51
2024,58968561,,51
2024,58968562,,51
2024,58968563,,51
2024,58968564,,51
2024,58968565,,51
2024,58968566,,51
2024,58968567,,51
2024,58968568,,51
2024,58968569,,51
2024,58968570,,51
2024,58968571,,5
2024,58968572,,7
2024,58968573,,51
2024,58968574,,52
2024,58968575,,5
