data_year,weapon_id,offense_id,nibrs_weapon_id
2024,31,226531223,
2024,38,226531230,
2024,41,226531231,
2024,41,226531237,
2024,41,226531239,
2024,41,226531240,
2024,42,226531244,
2024,1,226531245,
2024,1,226531246,
2024,31,226531246,
2024,41,226531246,
2024,41,226531251,
2024,41,226531252,
2024,42,226531253,
2024,41,226531254,
2024,9,228372356,
2024,21,226531261,
2024,41,226531263,
2024,41,226531266,
2024,38,228372358,
2024,41,226531269,
2024,42,226531272,
2024,38,226531273,
2024,42,228372369,
2024,41,228372374,
2024,5,228372377,
2024,1,228372379,
2024,41,228372394,
2024,21,228372398,
2024,42,228372401,
2024,41,228372406,
2024,41,228372409,
2024,41,228372413,
2024,41,228372416,
2024,41,228372418,
2024,9,228372419,
2024,41,228372421,
2024,41,228372423,
2024,39,228372429,
2024,41,228372430,
2024,38,228372432,
2024,41,228372444,
2024,39,228372457,
2024,32,228372467,
2024,41,228372472,
2024,41,228372513,
2024,41,228372518,
2024,41,228372538,
2024,41,228372541,
2024,38,228372546,
2024,41,228372552,
2024,41,228372555,
2024,41,228372560,
2024,41,228372561,
2024,41,228372569,
2024,41,228372571,
2024,1,228372572,
2024,41,228372581,
2024,41,228372588,
2024,38,228372588,
2024,41,228372589,
2024,38,228372589,
2024,41,228372592,
2024,41,228372594,
2024,42,228372599,
2024,21,228372612,
2024,41,228372630,
2024,41,228372632,
2024,41,228372634,
2024,41,228372638,
2024,1,228372639,
2024,31,228372644,
2024,42,228372647,
2024,21,228372649,
2024,41,228372653,
2024,41,228372659,
2024,41,228372662,
2024,41,228372681,
2024,41,228372685,
2024,41,228372690,
2024,41,228372694,
2024,5,228372697,
2024,41,228372701,
2024,42,228372704,
2024,41,228372719,
2024,41,228372726,
2024,41,228372734,
2024,42,228372743,
2024,41,228372747,
2024,39,228372751,
2024,41,228372754,
2024,41,228372766,
2024,41,228372781,
2024,13,228372785,
2024,32,228372790,
2024,41,228372802,
2024,38,227845155,
2024,41,222268842,
2024,21,224256856,
2024,42,222268855,
2024,38,233638664,
2024,42,224256857,
2024,41,222268867,
2024,42,246859458,
2024,38,222268876,
2024,1,224256864,
2024,39,222268879,
2024,41,222268880,
2024,42,222268881,
2024,9,227845156,
2024,9,227845157,
2024,21,222268888,
2024,38,222268888,
2024,41,224256868,
2024,5,224256869,
2024,41,224256870,
2024,41,222268890,
2024,5,222268891,
2024,5,222268892,
2024,41,222268907,
2024,42,227845158,
2024,41,222268913,
2024,38,222268916,
2024,31,224256877,
2024,41,224256878,
2024,5,225884526,
2024,5,225884528,
2024,5,224256895,
2024,42,222268928,
2024,5,225922440,
2024,39,225922442,
2024,5,225922443,
2024,41,222268931,
2024,42,224256901,
2024,42,224256904,
2024,42,224256905,
2024,41,224256906,
2024,32,224256909,
2024,41,224256910,
2024,37,224256910,
2024,41,224256911,
2024,41,224256921,
2024,41,242854526,
2024,41,224256934,
2024,41,225884580,
2024,21,224256950,
2024,41,224256953,
2024,41,224256967,
2024,42,224256970,
2024,41,224257023,
2024,42,224257050,
2024,42,224257088,
2024,41,224257096,
2024,41,224257296,
2024,41,224257334,
2024,5,224257335,
2024,42,224257344,
2024,38,224257427,
2024,41,224257529,
2024,41,224257539,
2024,41,224257545,
2024,41,224257546,
2024,41,224257556,
2024,31,224257570,
2024,42,224257572,
2024,5,224257621,
2024,42,224257638,
2024,41,224257719,
2024,5,224257783,
2024,5,225884596,
2024,41,224257911,
2024,41,224258057,
2024,42,224258058,
2024,31,224258145,
2024,42,224258205,
2024,42,224258206,
2024,21,224258304,
2024,42,224258357,
2024,41,224258393,
2024,41,224258426,
2024,42,224258427,
2024,39,224258517,
2024,41,224258560,
2024,41,224258684,
2024,38,224258778,
2024,38,224258914,
2024,41,225884629,
2024,41,224259012,
2024,42,224259291,
2024,21,224259362,
2024,1,224259871,
2024,32,227845169,
2024,38,224260129,
2024,42,224260603,
2024,5,224260984,
2024,41,224261101,
2024,38,224261240,
2024,42,224261457,
2024,41,225884646,
2024,41,225884648,
2024,42,225884663,
2024,42,224261988,
2024,41,224262077,
2024,41,224262608,
2024,42,224262830,
2024,41,224262951,
2024,41,224263061,
2024,5,225884675,
2024,41,225884675,
2024,31,224263288,
2024,41,224263426,
2024,38,224263665,
2024,41,224263769,
2024,5,225884703,
2024,41,224263972,
2024,41,225884707,
2024,42,224264481,
2024,42,224265064,
