,county,state,Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 to 84 years,85 years and over,Female,Male,Total population
285,Grand Forks County,North Dakota,0.047,0.07,0.048,0.08199999999999999,0.147,0.162,0.12300000000000001,0.08199999999999999,0.039,0.054000000000000006,0.08,0.042,0.024,0.478,0.522,73771.0
286,Grand Traverse County,Michigan,0.05,0.040999999999999995,0.066,0.055,0.057999999999999996,0.115,0.129,0.11900000000000001,0.07,0.061,0.14,0.07200000000000001,0.024,0.505,0.495,96625.0
287,Grant County,Indiana,0.05,0.07,0.061,0.063,0.08900000000000001,0.128,0.094,0.12,0.047,0.075,0.12300000000000001,0.049,0.032,0.505,0.495,66458.0
288,Grant County,Washington,0.066,0.076,0.07400000000000001,0.081,0.068,0.14300000000000002,0.127,0.11,0.057999999999999996,0.049,0.091,0.047,0.011000000000000001,0.48700000000000004,0.513,104717.0
289,Grays Harbor County,Washington,0.040999999999999995,0.06,0.043,0.071,0.044000000000000004,0.105,0.128,0.127,0.062,0.076,0.151,0.076,0.018000000000000002,0.495,0.505,77893.0
290,Grayson County,Texas,0.061,0.07400000000000001,0.057999999999999996,0.069,0.06,0.124,0.128,0.11699999999999999,0.061,0.067,0.10800000000000001,0.055999999999999994,0.019,0.511,0.489,150532.0
291,Greater Bridgeport Planning Region,Connecticut,0.054000000000000006,0.055999999999999994,0.066,0.078,0.066,0.11800000000000001,0.134,0.126,0.06,0.073,0.099,0.047,0.022000000000000002,0.511,0.489,335666.0
292,Greene County,Missouri,0.053,0.055999999999999994,0.057,0.067,0.10099999999999999,0.14400000000000002,0.122,0.111,0.053,0.059000000000000004,0.099,0.057999999999999996,0.019,0.508,0.49200000000000005,307942.0
293,Greene County,Ohio,0.05,0.059000000000000004,0.051,0.077,0.07400000000000001,0.134,0.129,0.106,0.059000000000000004,0.066,0.11199999999999999,0.064,0.018000000000000002,0.502,0.498,172347.0
294,Greene County,Tennessee,0.038,0.051,0.055999999999999994,0.068,0.054000000000000006,0.111,0.113,0.124,0.07,0.078,0.136,0.077,0.025,0.522,0.478,73398.0
295,Greenville County,South Carolina,0.057999999999999996,0.057,0.069,0.063,0.063,0.14,0.134,0.121,0.055999999999999994,0.065,0.10099999999999999,0.059000000000000004,0.013999999999999999,0.514,0.486,570745.0
296,Greenwood County,South Carolina,0.053,0.057,0.06,0.08,0.069,0.12300000000000001,0.099,0.12300000000000001,0.065,0.066,0.114,0.07,0.021,0.52,0.48,70041.0
297,Gregg County,Texas,0.052000000000000005,0.071,0.09,0.077,0.061,0.127,0.131,0.114,0.054000000000000006,0.06,0.091,0.05,0.021,0.499,0.501,126679.0
298,Guadalupe County,Texas,0.057999999999999996,0.064,0.071,0.073,0.057,0.132,0.151,0.129,0.052000000000000005,0.062,0.08800000000000001,0.047,0.015,0.501,0.499,195166.0
299,Guaynabo Municipio,Puerto Rico,0.027999999999999997,0.035,0.039,0.042,0.077,0.128,0.11800000000000001,0.11900000000000001,0.07,0.07,0.136,0.08900000000000001,0.048,0.531,0.469,89405.0
300,Guilford County,North Carolina,0.055,0.062,0.059000000000000004,0.084,0.076,0.13,0.128,0.11900000000000001,0.066,0.055,0.09699999999999999,0.05,0.018000000000000002,0.526,0.474,558816.0
301,Gwinnett County,Georgia,0.059000000000000004,0.066,0.078,0.077,0.068,0.133,0.141,0.138,0.06,0.06,0.077,0.035,0.01,0.509,0.491,1003869.0
302,Hall County,Georgia,0.06,0.062,0.064,0.064,0.073,0.136,0.124,0.124,0.06,0.063,0.095,0.055999999999999994,0.018000000000000002,0.501,0.499,221745.0
303,Hamblen County,Tennessee,0.068,0.052000000000000005,0.079,0.06,0.07200000000000001,0.126,0.115,0.124,0.07400000000000001,0.064,0.096,0.057999999999999996,0.013000000000000001,0.534,0.466,67715.0
304,Hamilton County,Indiana,0.055999999999999994,0.064,0.077,0.067,0.055,0.124,0.149,0.139,0.061,0.057999999999999996,0.08900000000000001,0.046,0.013999999999999999,0.507,0.493,379704.0
305,Hamilton County,Ohio,0.061,0.065,0.06,0.069,0.066,0.149,0.133,0.107,0.053,0.064,0.10300000000000001,0.047,0.022000000000000002,0.513,0.48700000000000004,837359.0
306,Hamilton County,Tennessee,0.059000000000000004,0.055999999999999994,0.057,0.062,0.061,0.147,0.127,0.12,0.064,0.059000000000000004,0.106,0.062,0.021,0.513,0.48700000000000004,386256.0
307,Hampden County,Massachusetts,0.051,0.05,0.065,0.067,0.066,0.134,0.133,0.11199999999999999,0.055999999999999994,0.071,0.114,0.057999999999999996,0.021,0.515,0.485,464151.0
308,Hampshire County,Massachusetts,0.027000000000000003,0.036000000000000004,0.044000000000000004,0.125,0.14400000000000002,0.105,0.102,0.099,0.053,0.067,0.11599999999999999,0.066,0.017,0.5329999999999999,0.467,165399.0
309,Hampton city,Virginia,0.06,0.052000000000000005,0.069,0.051,0.085,0.156,0.127,0.105,0.043,0.07200000000000001,0.111,0.055,0.013999999999999999,0.518,0.48200000000000004,137596.0
310,Hancock County,Indiana,0.055999999999999994,0.062,0.066,0.064,0.047,0.133,0.14800000000000002,0.11900000000000001,0.071,0.054000000000000006,0.10800000000000001,0.053,0.02,0.502,0.498,88810.0
311,Hancock County,Ohio,0.061,0.06,0.055999999999999994,0.068,0.065,0.125,0.13,0.11,0.064,0.071,0.11199999999999999,0.059000000000000004,0.02,0.507,0.493,75016.0
312,Hanover County,Virginia,0.049,0.055,0.065,0.069,0.052000000000000005,0.105,0.133,0.135,0.064,0.075,0.11599999999999999,0.06,0.022000000000000002,0.503,0.49700000000000005,115309.0
313,Hardin County,Kentucky,0.061,0.069,0.065,0.068,0.06,0.135,0.158,0.11,0.05,0.067,0.096,0.05,0.012,0.51,0.49,112826.0
314,Harford County,Maryland,0.053,0.063,0.064,0.057999999999999996,0.049,0.126,0.14,0.12300000000000001,0.07200000000000001,0.067,0.107,0.06,0.018000000000000002,0.513,0.48700000000000004,265514.0
315,Harnett County,North Carolina,0.066,0.057999999999999996,0.08,0.07200000000000001,0.06,0.138,0.14800000000000002,0.12300000000000001,0.054000000000000006,0.059000000000000004,0.083,0.046,0.013000000000000001,0.509,0.491,146096.0
316,Harris County,Texas,0.067,0.073,0.068,0.07200000000000001,0.07,0.153,0.147,0.124,0.052000000000000005,0.051,0.076,0.036000000000000004,0.01,0.504,0.496,5009302.0
317,Harrison County,Mississippi,0.059000000000000004,0.063,0.065,0.068,0.06,0.133,0.136,0.115,0.055,0.068,0.107,0.055,0.015,0.514,0.486,213730.0
318,Harrison County,Texas,0.057,0.055999999999999994,0.077,0.09699999999999999,0.046,0.105,0.147,0.10800000000000001,0.051,0.067,0.109,0.059000000000000004,0.02,0.511,0.489,71370.0
319,Harrison County,West Virginia,0.048,0.055999999999999994,0.059000000000000004,0.065,0.052000000000000005,0.121,0.122,0.134,0.065,0.07,0.11699999999999999,0.064,0.027000000000000003,0.512,0.488,64472.0
320,Hawaii County,Hawaii,0.048,0.07,0.05,0.062,0.043,0.10300000000000001,0.132,0.11599999999999999,0.053,0.073,0.147,0.081,0.023,0.511,0.489,209790.0
321,Hays County,Texas,0.055999999999999994,0.061,0.064,0.085,0.098,0.138,0.155,0.122,0.051,0.044000000000000004,0.078,0.038,0.01,0.503,0.49700000000000005,292029.0
322,Henderson County,North Carolina,0.042,0.057999999999999996,0.049,0.051,0.046,0.095,0.134,0.11,0.062,0.075,0.152,0.1,0.025,0.506,0.494,120771.0
323,Henderson County,Texas,0.047,0.071,0.057999999999999996,0.06,0.057,0.111,0.11199999999999999,0.11599999999999999,0.05,0.075,0.14,0.075,0.027000000000000003,0.51,0.49,87467.0
324,Hendricks County,Indiana,0.059000000000000004,0.068,0.071,0.067,0.052000000000000005,0.132,0.135,0.142,0.062,0.054000000000000006,0.09300000000000001,0.046,0.019,0.494,0.506,190629.0
325,Hennepin County,Minnesota,0.055999999999999994,0.057,0.062,0.061,0.061,0.156,0.14800000000000002,0.11599999999999999,0.053,0.062,0.098,0.049,0.02,0.504,0.496,1273334.0
326,Henrico County,Virginia,0.055,0.055999999999999994,0.063,0.064,0.053,0.139,0.147,0.122,0.057999999999999996,0.064,0.10300000000000001,0.057999999999999996,0.018000000000000002,0.523,0.47700000000000004,338696.0
327,Henry County,Georgia,0.059000000000000004,0.062,0.07400000000000001,0.07400000000000001,0.068,0.129,0.139,0.138,0.057,0.07,0.083,0.040999999999999995,0.006,0.527,0.473,259315.0
328,Hernando County,Florida,0.04,0.044000000000000004,0.064,0.052000000000000005,0.045,0.10800000000000001,0.122,0.12300000000000001,0.079,0.062,0.13699999999999998,0.09699999999999999,0.027000000000000003,0.518,0.48200000000000004,218150.0
329,Hidalgo County,Texas,0.076,0.077,0.095,0.086,0.08,0.139,0.121,0.115,0.045,0.044000000000000004,0.067,0.04,0.015,0.506,0.494,914820.0
330,Highlands County,Florida,0.038,0.035,0.043,0.040999999999999995,0.035,0.10800000000000001,0.09300000000000001,0.113,0.063,0.068,0.171,0.147,0.044000000000000004,0.515,0.485,109778.0
331,Hillsborough County,Florida,0.055,0.057,0.062,0.065,0.065,0.15,0.146,0.127,0.057,0.061,0.09,0.05,0.015,0.506,0.494,1581426.0
332,Hillsborough County,New Hampshire,0.05,0.052000000000000005,0.054000000000000006,0.055999999999999994,0.061,0.14300000000000002,0.13699999999999998,0.11900000000000001,0.067,0.077,0.111,0.055999999999999994,0.017,0.499,0.501,430462.0
333,Hinds County,Mississippi,0.06,0.065,0.06,0.073,0.073,0.136,0.12300000000000001,0.113,0.054000000000000006,0.065,0.10800000000000001,0.053,0.015,0.53,0.47,211975.0
334,Honolulu County,Hawaii,0.054000000000000006,0.059000000000000004,0.057,0.053,0.065,0.139,0.136,0.11699999999999999,0.057999999999999996,0.059000000000000004,0.105,0.07200000000000001,0.027999999999999997,0.496,0.504,998747.0
335,Hood County,Texas,0.049,0.063,0.042,0.064,0.047,0.084,0.145,0.105,0.065,0.07200000000000001,0.152,0.094,0.017,0.513,0.48700000000000004,69126.0
336,Horry County,South Carolina,0.040999999999999995,0.040999999999999995,0.05,0.061,0.051,0.099,0.107,0.114,0.064,0.09300000000000001,0.171,0.09,0.017,0.515,0.485,413391.0
337,Houston County,Alabama,0.059000000000000004,0.068,0.059000000000000004,0.06,0.057,0.127,0.129,0.12,0.059000000000000004,0.066,0.113,0.063,0.019,0.52,0.48,109366.0
338,Houston County,Georgia,0.057999999999999996,0.077,0.071,0.067,0.064,0.139,0.14400000000000002,0.11800000000000001,0.044000000000000004,0.07200000000000001,0.087,0.04,0.018000000000000002,0.515,0.485,174897.0
339,Howard County,Indiana,0.064,0.048,0.075,0.053,0.061,0.129,0.113,0.109,0.071,0.07,0.11,0.075,0.022000000000000002,0.523,0.47700000000000004,84082.0
340,Howard County,Maryland,0.05,0.068,0.07,0.066,0.057,0.11599999999999999,0.152,0.133,0.068,0.06,0.092,0.055,0.015,0.509,0.491,339668.0
341,Hudson County,New Jersey,0.057999999999999996,0.055,0.049,0.049,0.062,0.213,0.165,0.115,0.052000000000000005,0.051,0.075,0.040999999999999995,0.013999999999999999,0.501,0.499,736185.0
342,Humboldt County,California,0.04,0.049,0.057999999999999996,0.066,0.092,0.12300000000000001,0.128,0.121,0.052000000000000005,0.059000000000000004,0.125,0.067,0.02,0.513,0.48700000000000004,132380.0
343,Hunt County,Texas,0.06,0.07400000000000001,0.07,0.076,0.073,0.127,0.127,0.122,0.061,0.067,0.08800000000000001,0.052000000000000005,0.005,0.502,0.498,118729.0
344,Hunterdon County,New Jersey,0.049,0.047,0.059000000000000004,0.047,0.061,0.102,0.11800000000000001,0.125,0.084,0.09,0.127,0.076,0.015,0.513,0.48700000000000004,131708.0
345,Iberia Parish,Louisiana,0.053,0.081,0.075,0.068,0.067,0.127,0.1,0.12,0.061,0.067,0.11199999999999999,0.051,0.017,0.518,0.48200000000000004,67540.0
346,Imperial County,California,0.064,0.07,0.08800000000000001,0.08800000000000001,0.065,0.138,0.13699999999999998,0.111,0.046,0.052000000000000005,0.081,0.042,0.018000000000000002,0.486,0.514,181724.0
347,Indian River County,Florida,0.036000000000000004,0.042,0.043,0.040999999999999995,0.043,0.084,0.10800000000000001,0.09300000000000001,0.061,0.086,0.185,0.139,0.037000000000000005,0.516,0.484,172139.0
348,Indiana County,Pennsylvania,0.043,0.048,0.051,0.092,0.105,0.10300000000000001,0.10300000000000001,0.10400000000000001,0.07200000000000001,0.057999999999999996,0.134,0.061,0.026000000000000002,0.495,0.505,82953.0
349,Ingham County,Michigan,0.051,0.051,0.054000000000000006,0.096,0.13699999999999998,0.139,0.11699999999999999,0.102,0.052000000000000005,0.049,0.091,0.044000000000000004,0.016,0.513,0.48700000000000004,290427.0
350,Ionia County,Michigan,0.051,0.049,0.066,0.062,0.06,0.139,0.135,0.12300000000000001,0.078,0.065,0.107,0.055999999999999994,0.009000000000000001,0.467,0.5329999999999999,66250.0
351,Iredell County,North Carolina,0.054000000000000006,0.057,0.064,0.065,0.055999999999999994,0.125,0.13,0.139,0.065,0.07,0.107,0.055,0.013999999999999999,0.508,0.49200000000000005,206361.0
352,Iron County,Utah,0.062,0.069,0.081,0.084,0.11699999999999999,0.139,0.122,0.096,0.034,0.045,0.092,0.043,0.015,0.49200000000000005,0.508,65936.0
353,Isabella County,Michigan,0.044000000000000004,0.047,0.048,0.114,0.191,0.121,0.10300000000000001,0.087,0.051,0.049,0.092,0.038,0.017,0.516,0.484,65072.0
354,Island County,Washington,0.048,0.043,0.052000000000000005,0.05,0.05,0.122,0.121,0.09699999999999999,0.051,0.081,0.16699999999999998,0.09699999999999999,0.02,0.495,0.505,86478.0
355,Jackson County,Georgia,0.057999999999999996,0.068,0.077,0.07400000000000001,0.052000000000000005,0.131,0.147,0.128,0.05,0.068,0.094,0.049,0.005,0.51,0.49,93825.0
356,Jackson County,Michigan,0.053,0.048,0.066,0.057999999999999996,0.06,0.134,0.122,0.12,0.066,0.07,0.11800000000000001,0.066,0.018000000000000002,0.488,0.512,160233.0
357,Jackson County,Mississippi,0.048,0.064,0.07,0.068,0.059000000000000004,0.11199999999999999,0.141,0.125,0.055999999999999994,0.07200000000000001,0.11,0.062,0.013000000000000001,0.51,0.49,147002.0
358,Jackson County,Missouri,0.06,0.06,0.068,0.061,0.064,0.154,0.138,0.11199999999999999,0.053,0.063,0.098,0.05,0.017,0.516,0.484,727362.0
359,Jackson County,Oregon,0.049,0.055,0.057999999999999996,0.06,0.055,0.11199999999999999,0.131,0.114,0.05,0.068,0.13699999999999998,0.077,0.033,0.511,0.489,221331.0
360,James City County,Virginia,0.039,0.066,0.05,0.063,0.04,0.085,0.124,0.115,0.053,0.081,0.153,0.10099999999999999,0.03,0.503,0.49700000000000005,82797.0
361,Jasper County,Missouri,0.063,0.064,0.067,0.071,0.075,0.142,0.131,0.111,0.046,0.062,0.102,0.047,0.02,0.51,0.49,126479.0
362,Jefferson County,Alabama,0.059000000000000004,0.065,0.063,0.068,0.068,0.138,0.13,0.11800000000000001,0.059000000000000004,0.057,0.105,0.049,0.021,0.526,0.474,664744.0
363,Jefferson County,Arkansas,0.059000000000000004,0.055,0.057999999999999996,0.055999999999999994,0.065,0.147,0.128,0.10300000000000001,0.062,0.066,0.121,0.055999999999999994,0.023,0.502,0.498,63672.0
364,Jefferson County,Colorado,0.045,0.05,0.048,0.055,0.053,0.156,0.158,0.12300000000000001,0.057,0.067,0.11199999999999999,0.057,0.02,0.496,0.504,578533.0
365,Jefferson County,Kentucky,0.061,0.057,0.065,0.061,0.061,0.147,0.134,0.11699999999999999,0.057,0.062,0.107,0.054000000000000006,0.017,0.513,0.48700000000000004,793881.0
366,Jefferson County,Missouri,0.05,0.063,0.062,0.057999999999999996,0.057,0.131,0.134,0.126,0.063,0.075,0.114,0.051,0.013999999999999999,0.5,0.5,231888.0
367,Jefferson County,New York,0.07,0.065,0.068,0.057,0.08199999999999999,0.16,0.13,0.09699999999999999,0.046,0.063,0.095,0.055,0.012,0.48100000000000004,0.519,113140.0
368,Jefferson County,Texas,0.066,0.067,0.067,0.069,0.07,0.132,0.136,0.11699999999999999,0.052000000000000005,0.061,0.099,0.048,0.016,0.48200000000000004,0.518,253948.0
369,Jefferson County,Wisconsin,0.047,0.052000000000000005,0.05,0.083,0.066,0.11699999999999999,0.121,0.125,0.07,0.07200000000000001,0.11800000000000001,0.063,0.015,0.506,0.494,86245.0
370,Jefferson Parish,Louisiana,0.062,0.053,0.07,0.055,0.055,0.133,0.134,0.114,0.059000000000000004,0.069,0.114,0.064,0.018000000000000002,0.513,0.48700000000000004,427253.0
371,Johnson County,Indiana,0.055,0.055,0.076,0.067,0.059000000000000004,0.134,0.14,0.13,0.062,0.053,0.1,0.055999999999999994,0.013999999999999999,0.507,0.493,170614.0
372,Johnson County,Iowa,0.054000000000000006,0.052000000000000005,0.054000000000000006,0.08800000000000001,0.133,0.156,0.125,0.10300000000000001,0.045,0.049,0.08199999999999999,0.040999999999999995,0.017,0.501,0.499,160080.0
373,Johnson County,Kansas,0.055999999999999994,0.057999999999999996,0.071,0.066,0.057,0.135,0.145,0.125,0.053,0.064,0.099,0.055,0.016,0.505,0.495,632276.0
374,Johnson County,Texas,0.062,0.08900000000000001,0.057999999999999996,0.064,0.067,0.135,0.154,0.115,0.048,0.068,0.087,0.040999999999999995,0.013000000000000001,0.498,0.502,210547.0
375,Johnston County,North Carolina,0.06,0.069,0.067,0.066,0.063,0.131,0.142,0.134,0.062,0.064,0.087,0.039,0.016,0.512,0.488,249794.0
376,Jones County,Mississippi,0.051,0.064,0.081,0.069,0.068,0.11,0.124,0.13,0.045,0.07,0.11,0.06,0.018000000000000002,0.5,0.5,65837.0
377,Josephine County,Oregon,0.039,0.059000000000000004,0.052000000000000005,0.051,0.042,0.11,0.127,0.106,0.078,0.059000000000000004,0.153,0.094,0.028999999999999998,0.506,0.494,88276.0
378,Kalamazoo County,Michigan,0.051,0.055999999999999994,0.064,0.076,0.113,0.136,0.126,0.107,0.047,0.057999999999999996,0.094,0.055,0.018000000000000002,0.516,0.484,264780.0
379,Kanawha County,West Virginia,0.048,0.048,0.06,0.057,0.055999999999999994,0.12,0.11800000000000001,0.127,0.063,0.07,0.13699999999999998,0.069,0.027999999999999997,0.518,0.48200000000000004,173906.0
380,Kane County,Illinois,0.055,0.068,0.061,0.07,0.066,0.122,0.132,0.132,0.062,0.065,0.098,0.051,0.017,0.498,0.502,520997.0
381,Kankakee County,Illinois,0.062,0.065,0.059000000000000004,0.063,0.069,0.13,0.113,0.126,0.053,0.076,0.10099999999999999,0.064,0.02,0.503,0.49700000000000005,106410.0
382,Kauai County,Hawaii,0.047,0.061,0.054000000000000006,0.059000000000000004,0.052000000000000005,0.11,0.14400000000000002,0.10800000000000001,0.057,0.06,0.145,0.069,0.032,0.504,0.496,73840.0
383,Kaufman County,Texas,0.075,0.08199999999999999,0.091,0.07,0.062,0.149,0.152,0.11800000000000001,0.048,0.046,0.069,0.033,0.005,0.516,0.484,197829.0
384,Kendall County,Illinois,0.061,0.064,0.08,0.081,0.069,0.126,0.153,0.14400000000000002,0.06,0.043,0.07200000000000001,0.043,0.005,0.496,0.504,143171.0
385,Kennebec County,Maine,0.045,0.047,0.052000000000000005,0.059000000000000004,0.064,0.11900000000000001,0.124,0.121,0.073,0.07400000000000001,0.132,0.07,0.02,0.504,0.496,128461.0
386,Kenosha County,Wisconsin,0.049,0.051,0.069,0.061,0.069,0.141,0.121,0.128,0.057999999999999996,0.079,0.109,0.052000000000000005,0.013000000000000001,0.505,0.495,168754.0
387,Kent County,Delaware,0.055999999999999994,0.061,0.071,0.069,0.071,0.125,0.125,0.109,0.064,0.062,0.107,0.062,0.018000000000000002,0.523,0.47700000000000004,192690.0
388,Kent County,Michigan,0.06,0.061,0.068,0.067,0.067,0.156,0.14,0.111,0.055,0.059000000000000004,0.095,0.042,0.019,0.504,0.496,673002.0
389,Kent County,Rhode Island,0.043,0.040999999999999995,0.051,0.06,0.049,0.131,0.14,0.11900000000000001,0.07,0.078,0.129,0.064,0.024,0.51,0.49,172450.0
390,Kenton County,Kentucky,0.055999999999999994,0.062,0.065,0.065,0.067,0.136,0.13699999999999998,0.12,0.062,0.064,0.102,0.052000000000000005,0.013999999999999999,0.499,0.501,174862.0
391,Kern County,California,0.066,0.08,0.08,0.08199999999999999,0.07200000000000001,0.147,0.139,0.109,0.051,0.049,0.077,0.037000000000000005,0.011000000000000001,0.493,0.507,922529.0
392,Kershaw County,South Carolina,0.057,0.071,0.062,0.057999999999999996,0.048,0.11699999999999999,0.133,0.132,0.065,0.064,0.115,0.06,0.017,0.509,0.491,71698.0
393,King County,Washington,0.05,0.052000000000000005,0.054000000000000006,0.055,0.06,0.185,0.16399999999999998,0.125,0.054000000000000006,0.055,0.084,0.046,0.015,0.493,0.507,2340211.0
394,Kings County,California,0.069,0.075,0.07200000000000001,0.073,0.07,0.17300000000000001,0.147,0.115,0.045,0.046,0.069,0.031,0.013999999999999999,0.446,0.5539999999999999,154913.0
395,Kings County,New York,0.061,0.055999999999999994,0.063,0.054000000000000006,0.057999999999999996,0.174,0.146,0.115,0.053,0.055999999999999994,0.092,0.052000000000000005,0.02,0.523,0.47700000000000004,2617631.0
396,Kitsap County,Washington,0.05,0.055,0.054000000000000006,0.054000000000000006,0.068,0.13699999999999998,0.14300000000000002,0.10800000000000001,0.054000000000000006,0.069,0.124,0.07,0.016,0.488,0.512,281420.0
397,Klamath County,Oregon,0.051,0.059000000000000004,0.071,0.053,0.042,0.107,0.152,0.107,0.054000000000000006,0.069,0.138,0.085,0.011000000000000001,0.509,0.491,70438.0
398,Knox County,Tennessee,0.054000000000000006,0.054000000000000006,0.06,0.068,0.092,0.14,0.131,0.11800000000000001,0.059000000000000004,0.055999999999999994,0.099,0.049,0.021,0.511,0.489,506748.0
399,Kootenai County,Idaho,0.052000000000000005,0.059000000000000004,0.067,0.057999999999999996,0.054000000000000006,0.122,0.138,0.111,0.055,0.073,0.124,0.071,0.016,0.502,0.498,188323.0
400,Kosciusko County,Indiana,0.066,0.057999999999999996,0.068,0.064,0.067,0.128,0.11900000000000001,0.11599999999999999,0.057999999999999996,0.069,0.11,0.055999999999999994,0.022000000000000002,0.505,0.495,80669.0
401,La Crosse County,Wisconsin,0.043,0.05,0.06,0.081,0.10800000000000001,0.121,0.11599999999999999,0.11,0.049,0.066,0.115,0.063,0.018000000000000002,0.51,0.49,121060.0
402,LaPorte County,Indiana,0.046,0.062,0.062,0.057999999999999996,0.05,0.136,0.12,0.128,0.062,0.068,0.11900000000000001,0.067,0.022000000000000002,0.478,0.522,111348.0
403,LaSalle County,Illinois,0.052000000000000005,0.059000000000000004,0.061,0.057999999999999996,0.055,0.122,0.11900000000000001,0.127,0.066,0.071,0.126,0.057999999999999996,0.027000000000000003,0.493,0.507,108390.0
404,Lackawanna County,Pennsylvania,0.049,0.045,0.069,0.07200000000000001,0.062,0.115,0.127,0.11599999999999999,0.063,0.07,0.11699999999999999,0.069,0.026000000000000002,0.513,0.48700000000000004,216859.0
405,Lafayette Parish,Louisiana,0.065,0.052000000000000005,0.08199999999999999,0.064,0.065,0.135,0.147,0.11800000000000001,0.057999999999999996,0.055,0.10099999999999999,0.037000000000000005,0.021,0.513,0.48700000000000004,254241.0
406,Lafourche Parish,Louisiana,0.046,0.052000000000000005,0.09,0.054000000000000006,0.054000000000000006,0.126,0.133,0.131,0.062,0.075,0.105,0.055,0.017,0.496,0.504,95342.0
407,Lake County,California,0.05,0.063,0.079,0.047,0.036000000000000004,0.11800000000000001,0.13699999999999998,0.092,0.047,0.081,0.147,0.086,0.016,0.516,0.484,67764.0
408,Lake County,Florida,0.046,0.054000000000000006,0.052000000000000005,0.057999999999999996,0.046,0.109,0.11900000000000001,0.11599999999999999,0.062,0.07200000000000001,0.138,0.1,0.027999999999999997,0.512,0.488,444204.0
409,Lake County,Illinois,0.051,0.065,0.064,0.076,0.071,0.115,0.13,0.129,0.063,0.066,0.1,0.051,0.018000000000000002,0.49700000000000005,0.503,718604.0
410,Lake County,Indiana,0.055999999999999994,0.063,0.065,0.066,0.061,0.12300000000000001,0.13,0.12300000000000001,0.059000000000000004,0.066,0.114,0.053,0.022000000000000002,0.515,0.485,502955.0
411,Lake County,Ohio,0.044000000000000004,0.049,0.055999999999999994,0.057,0.057,0.12,0.11800000000000001,0.127,0.061,0.079,0.136,0.079,0.017,0.51,0.49,232360.0
412,Lamar County,Mississippi,0.053,0.064,0.08,0.061,0.064,0.125,0.132,0.14,0.05,0.062,0.10400000000000001,0.052000000000000005,0.012,0.528,0.47200000000000003,66734.0
413,Lancaster County,Nebraska,0.055,0.065,0.059000000000000004,0.077,0.109,0.14,0.125,0.10800000000000001,0.052000000000000005,0.052000000000000005,0.094,0.048,0.015,0.498,0.502,332857.0
414,Lancaster County,Pennsylvania,0.061,0.064,0.063,0.067,0.062,0.124,0.125,0.109,0.055999999999999994,0.065,0.111,0.065,0.028999999999999998,0.51,0.49,563293.0
415,Lancaster County,South Carolina,0.054000000000000006,0.062,0.063,0.065,0.05,0.113,0.135,0.122,0.053,0.064,0.12300000000000001,0.069,0.027999999999999997,0.51,0.49,111652.0
416,Lane County,Oregon,0.038,0.044000000000000004,0.055,0.068,0.09300000000000001,0.127,0.126,0.115,0.055999999999999994,0.059000000000000004,0.127,0.071,0.021,0.503,0.49700000000000005,382396.0
417,Lapeer County,Michigan,0.05,0.055,0.051,0.057999999999999996,0.055,0.122,0.11,0.126,0.066,0.095,0.132,0.065,0.015,0.48700000000000004,0.513,89168.0
418,Laramie County,Wyoming,0.053,0.055,0.067,0.069,0.061,0.134,0.146,0.10400000000000001,0.046,0.07200000000000001,0.115,0.059000000000000004,0.019,0.493,0.507,101783.0
419,Larimer County,Colorado,0.039,0.051,0.051,0.07400000000000001,0.10400000000000001,0.146,0.133,0.111,0.048,0.059000000000000004,0.107,0.057,0.018000000000000002,0.501,0.499,374574.0
420,Lauderdale County,Alabama,0.048,0.05,0.057999999999999996,0.071,0.085,0.129,0.106,0.11199999999999999,0.052000000000000005,0.07400000000000001,0.122,0.069,0.023,0.52,0.48,97502.0
421,Lauderdale County,Mississippi,0.061,0.062,0.07400000000000001,0.065,0.06,0.122,0.114,0.124,0.07,0.054000000000000006,0.114,0.055,0.025,0.499,0.501,70588.0
422,Laurens County,South Carolina,0.048,0.055,0.07,0.067,0.055,0.127,0.126,0.12,0.064,0.07200000000000001,0.12,0.059000000000000004,0.016,0.518,0.48200000000000004,70545.0
423,Lawrence County,Pennsylvania,0.048,0.054000000000000006,0.059000000000000004,0.055999999999999994,0.057,0.107,0.11699999999999999,0.11800000000000001,0.064,0.076,0.139,0.08,0.026000000000000002,0.516,0.484,84233.0
424,Lea County,New Mexico,0.069,0.096,0.057999999999999996,0.091,0.073,0.15,0.14,0.107,0.040999999999999995,0.055,0.073,0.027999999999999997,0.02,0.47600000000000003,0.524,75151.0
425,Leavenworth County,Kansas,0.057,0.069,0.071,0.054000000000000006,0.048,0.11900000000000001,0.161,0.135,0.06,0.057,0.10099999999999999,0.052000000000000005,0.016,0.466,0.534,84670.0
426,Lebanon County,Pennsylvania,0.054000000000000006,0.065,0.062,0.062,0.061,0.11699999999999999,0.124,0.11800000000000001,0.049,0.075,0.11800000000000001,0.061,0.035,0.501,0.499,145319.0
427,Lee County,Alabama,0.051,0.057999999999999996,0.057999999999999996,0.09699999999999999,0.12,0.11800000000000001,0.136,0.11199999999999999,0.057999999999999996,0.052000000000000005,0.08800000000000001,0.045,0.009000000000000001,0.512,0.488,187847.0
