data_year,groupb_arrestee_id,weapon_code,weapon_id
2024,54555754,01,51
2024,54555756,01,51
2024,54555757,01,51
2024,54555762,01,51
2024,54555763,01,51
2024,54555764,01,51
2024,54555766,01,51
2024,54555767,01,51
2024,54555769,01,51
2024,54555771,01,51
2024,54555776,01,51
2024,54555781,01,51
2024,54555783,01,51
2024,54555785,01,51
2024,54555739,01,51
2024,54555742,01,51
2024,54555750,01,51
2024,54555752,01,51
2024,54555755,01,51
2024,54555758,01,51
2024,54555759,01,51
2024,54555760,01,51
2024,54555773,01,51
2024,54555775,01,51
2024,54555777,01,51
2024,54555779,01,51
2024,54555782,01,51
2024,54555796,01,51
2024,54555802,01,51
2024,54555803,01,51
2024,54555805,01,51
2024,54555807,01,51
2024,54555811,01,51
2024,54555814,01,51
2024,54555816,01,51
2024,54555818,01,51
2024,54555787,01,51
2024,54555794,01,51
2024,54555797,01,51
2024,54555799,01,51
2024,54555801,01,51
2024,54555806,01,51
2024,54555808,01,51
2024,54555813,01,51
2024,54555815,01,51
2024,54555804,01,51
2024,54555809,01,51
2024,54555810,01,51
2024,54555812,01,51
2024,54555817,01,51
2024,54555820,01,51
2024,54555824,01,51
2024,54555827,01,51
2024,54555821,01,51
2024,54555823,01,51
2024,54555825,01,51
2024,54555826,01,51
2024,54555828,01,51
2024,54555830,01,51
2024,54555831,01,51
2024,54555822,01,51
2024,54555829,01,51
2024,54556121,01,51
2024,54585193,01,51
2024,54585196,01,51
2024,54696052,01,51
2024,54696747,01,51
2024,54555720,01,51
2024,54832920,01,51
2024,54832921,01,51
2024,54832923,01,51
2024,54832926,01,51
2024,54832733,01,51
2024,54832748,01,51
2024,54832750,01,51
2024,54832922,01,51
2024,54832918,01,51
2024,54832919,01,51
2024,54832924,01,51
2024,54832925,01,51
2024,54832927,01,51
2024,54832057,01,51
2024,54832022,01,51
2024,54832056,01,51
2024,54832059,01,51
2024,54832076,01,51
2024,54831926,01,51
2024,54873689,01,51
2024,54873687,01,51
2024,54873691,01,51
2024,54873686,01,51
2024,54873688,01,51
2024,54873826,01,51
2024,54873825,01,51
2024,54874103,01,51
2024,54874102,01,51
2024,54874169,01,51
2024,54881803,01,51
2024,54882140,01,51
2024,54882180,01,51
2024,54872936,01,51
2024,54872937,01,51
2024,54872960,01,51
2024,54872962,01,51
2024,54990460,01,51
2024,54990459,01,51
2024,54990461,01,51
2024,54991600,01,51
2024,54991836,01,51
2024,54991841,01,51
2024,54991839,01,51
2024,55023800,01,51
2024,55023802,01,51
2024,55023799,01,51
2024,55023798,01,51
2024,55024409,01,51
2024,55024780,01,51
2024,55024783,01,51
2024,55027537,01,51
2024,55027606,01,51
2024,55027540,01,51
2024,55027538,01,51
2024,55054013,01,51
2024,55143326,01,51
2024,55143323,01,51
2024,55143325,01,51
2024,55143330,01,51
2024,55143329,01,51
2024,55145840,01,51
2024,54459979,01,51
2024,55246110,01,51
2024,55246113,01,51
2024,55246139,01,51
2024,55246141,01,51
2024,55246101,01,51
2024,55246109,01,51
2024,55246111,01,51
2024,55246133,01,51
2024,55246137,01,51
2024,55246140,01,51
2024,55246100,01,51
2024,55246112,01,51
2024,55246114,01,51
2024,55246116,01,51
2024,55246122,01,51
2024,55246124,01,51
2024,55246130,01,51
2024,55246136,01,51
2024,55246138,01,51
2024,55246096,01,51
2024,55246097,01,51
2024,55246105,01,51
2024,55246107,01,51
2024,55246108,01,51
2024,55246120,01,51
2024,55246125,01,51
2024,55246126,01,51
2024,55246128,01,51
2024,55246134,01,51
2024,55246135,01,51
2024,55246142,01,51
2024,55246098,01,51
2024,55246102,01,51
2024,55246103,01,51
2024,55246115,01,51
2024,55246119,01,51
2024,55246121,01,51
2024,55246129,01,51
2024,55246131,01,51
2024,55246132,01,51
2024,55246143,01,51
2024,55246099,01,51
2024,55246104,01,51
2024,55246117,01,51
2024,55246118,01,51
2024,55246123,01,51
2024,55246127,01,51
2024,55246163,01,51
2024,55246178,01,51
