data_year,victim_id,injury_id
2024,222749353,4
2024,221807115,4
2024,221793339,5
2024,224138057,4
2024,224258775,5
2024,224138013,4
2024,224136564,4
2024,224137726,3
2024,224137726,6
2024,224137755,4
2024,224258859,4
2024,224258724,5
2024,224136974,4
2024,224137791,4
2024,224258860,4
2024,224137716,4
2024,224136566,4
2024,224136494,4
2024,224136472,4
2024,224543965,5
2024,224136573,5
2024,224137809,5
2024,224136570,5
2024,224137757,5
2024,224137758,4
2024,224258848,4
2024,224137703,4
2024,224137789,4
2024,221802040,5
2024,224137698,4
2024,224138014,4
2024,224136508,4
2024,224258722,6
2024,224258723,4
2024,224147757,2
2024,224258730,4
2024,224136533,4
2024,224137718,2
2024,224137718,4
2024,224136485,6
2024,224136879,5
2024,224136521,5
2024,224137728,4
2024,224136877,5
2024,224136548,5
2024,224137751,4
2024,224136925,4
2024,224137810,5
2024,224137813,4
2024,224136955,4
2024,224258823,4
2024,224136525,5
2024,224138030,4
2024,224258728,2
2024,224258728,3
2024,224258728,6
2024,224137761,5
2024,224258839,4
2024,224138006,4
2024,224258840,5
2024,224136515,4
2024,224136516,5
2024,224136517,4
2024,224136518,5
2024,224136487,5
2024,224136476,5
2024,224136943,4
2024,224136558,5
2024,224136559,5
2024,224136919,5
2024,224138040,4
2024,224137814,5
2024,224136489,4
2024,225716418,5
2024,224258623,4
2024,224137797,5
2024,224136929,4
2024,224258773,1
2024,224137756,4
2024,224137779,4
2024,224136479,4
2024,224137798,5
2024,224697332,4
2024,224698446,4
2024,224697456,4
2024,224698462,5
2024,224698432,4
2024,224698303,4
2024,224698307,5
2024,225934820,4
2024,224698447,4
2024,224697196,4
2024,224697211,4
2024,224697228,4
2024,224697229,4
2024,224697214,4
2024,224697394,4
2024,224697476,5
2024,224698485,5
2024,224697225,5
2024,224698283,4
2024,224697490,4
2024,224697563,5
2024,224697227,4
2024,224697488,5
2024,224697407,4
2024,225934756,4
2024,224697388,5
2024,224697338,5
2024,224697386,4
2024,224697444,5
2024,224698420,5
2024,224138033,5
2024,225934825,4
2024,224697569,5
2024,224698421,6
2024,224698477,4
2024,224698411,4
2024,224697217,5
2024,224697218,5
2024,224697510,5
2024,224697511,5
2024,224698349,5
2024,224697320,5
2024,224697321,5
2024,224697322,5
2024,224697323,5
2024,224697324,5
2024,225934822,4
2024,224697395,5
2024,224698359,4
2024,224698332,5
2024,224698486,6
2024,224698437,4
2024,224697405,4
2024,224697477,5
2024,225934648,5
2024,224698466,4
2024,224697329,4
2024,224697330,4
2024,224698475,5
2024,226291170,4
2024,226291171,4
2024,226866054,5
2024,224697364,4
2024,224697379,5
2024,224698398,5
2024,224697243,4
2024,224697542,5
2024,224697350,5
2024,224697537,4
2024,224698320,4
2024,224698328,5
2024,225934649,5
2024,224697522,4
2024,224698464,4
2024,224697382,4
2024,224697378,3
2024,224697517,5
2024,225716427,4
2024,224698321,4
2024,224697496,5
2024,224698368,4
2024,224698288,5
